"Store,Dept,lag_1_start,lag_2_start"
"6,25,11177.16,11072.92"
"6,26,9366.39,8044.17"
"6,27,1830.15,1663.54"
"6,28,964.83,509.84"
"6,29,5644.86,5205.64"
"6,30,4794.16,4483.31"
"6,31,2844.4,2810.92"
"6,32,4840.81,8166.05"
"6,33,7220.61,5674.55"
"6,34,16077.61,14061.86"
"6,35,2489.93,2594.58"
"6,36,1420.85,657.59"
"6,37,3585.49,4254.83"
"6,38,69318.89,70336.13"
"6,40,62392.73,62213.08"
"6,41,4000.44,4496.05"
"6,42,8570.77,9909.28"
"6,44,9359.78,9664.56"
"6,45,11.97,11.97"
"6,46,21035.05,20329.37"
"6,47,58.0,389.0"
"6,48,3951.0,4002.0"
"6,49,12057.68,12059.73"
"6,51,8.0,2.0"
"6,52,3831.89,4066.49"
"6,54,34.8,120.56"
"6,55,12226.16,10806.17"
"6,56,1610.08,2639.18"
"6,58,3185.0,3755.0"
"6,59,157.78,312.02"
"6,60,324.0,360.0"
"6,67,9646.39,10328.67"
"6,71,4214.53,5376.56"
"6,72,77553.69,65821.75"
"6,74,20929.19,19867.42"
"6,77,-21.63,1272.0"
"6,78,7.0,7.0"
"6,79,21201.94,21967.16"
"6,80,13606.54,13603.81"
"6,81,13758.76,13982.69"
"6,82,17973.76,19006.05"
"6,83,3369.58,3398.57"
"6,85,1538.06,1593.76"
"6,87,40187.84,43855.98"
"6,90,51327.79,53340.94"
"6,91,40456.36,45019.75"
"6,92,97646.76,100390.24"
"6,93,38858.72,43285.18"
"6,94,41314.21,43096.21"
"6,95,82996.21,82656.99"
"6,96,28871.01,27990.84"
"6,97,19156.68,19644.78"
"6,98,10976.13,11040.84"
"6,99,65.0,440.0"
"7,1,10983.79,9771.51"
"7,2,19764.51,19802.51"
"7,3,6861.92,5800.98"
"7,4,12634.41,12959.79"
"7,5,12047.8,8948.04"
"7,6,2760.42,3064.68"
"7,7,4964.7,6224.19"
"7,8,14193.09,14121.14"
"7,9,21331.39,56788.88"
"7,10,23238.89,18566.32"
"7,11,13922.22,13344.05"
"7,12,4252.02,4632.5"
"7,13,14654.4,13452.17"
"7,14,9263.35,8656.37"
"7,16,5488.92,5566.86"
"7,17,6658.58,4470.08"
"7,18,8236.59,5308.02"
"7,19,-6.94,10.97"
"7,20,3152.31,2814.79"
"7,21,1282.71,1636.9"
"7,22,7370.58,7311.57"
"7,23,15428.12,14822.21"
"7,24,2920.9,2824.08"
"7,25,4845.01,5124.93"
"7,26,2037.33,2446.7"
"7,27,690.93,663.69"
"7,28,300.92,302.93"
"7,29,1658.35,1310.92"
"7,30,874.25,749.72"
"7,31,1780.2,1772.8"
"7,32,2763.11,3415.94"
"7,33,2941.9,2338.11"
"7,34,3467.47,3543.29"
"7,35,26.97,28.97"
"7,36,1146.24,1945.3"
"7,38,26305.74,26014.56"
"7,40,24720.11,24372.98"
"7,41,1676.51,2228.31"
"7,42,5577.03,7272.13"
"7,44,3972.02,3555.69"
"7,45,35.82,8.97"
"7,46,11020.83,10985.29"
"7,47,-389.0,15.0"
"7,48,2207.0,1392.0"
"7,49,50.85,41.88"
"7,51,1.98,15.0"
"7,52,1200.49,891.88"
"7,54,28.92,38.92"
"7,55,4697.73,3803.58"
"7,56,483.51,428.44"
"7,58,1395.0,450.0"
"7,59,10.82,7.98"
"7,60,108.0,45.0"
"7,67,3634.69,3185.82"
"7,71,1845.15,1851.18"
"7,72,34076.17,31729.1"
"7,74,8521.39,9748.21"
"7,77,198.0,198.0"
"7,78,12.0,0.0"
"7,79,5268.23,4393.89"
"7,80,361.38,440.69"
"7,81,5625.47,6127.78"
"7,82,8314.17,8946.38"
"7,83,501.44,536.5"
"7,85,1597.03,1736.71"
"7,87,13468.52,11962.9"
"7,90,13211.75,14041.78"
"7,91,9435.59,9899.82"
"7,92,25090.81,26015.64"
"7,93,1583.42,1725.26"
"7,94,1163.11,2430.16"
"7,95,29875.27,30696.32"
"7,96,787.08,584.93"
"7,97,3744.1,4119.92"
"7,98,68.57,166.44"
"7,99,15.0,0.0"
"8,1,21737.93,17609.23"
"8,2,33040.14,35910.29"
"8,3,7342.71,6319.96"
"8,4,21285.75,22333.67"
"8,5,22937.37,18115.19"
"8,6,2182.33,2217.46"
"8,7,18736.83,16433.23"
"8,8,28203.99,27081.73"
"8,9,9919.56,11503.68"
"8,10,20167.4,22786.86"
"8,11,18872.4,15160.83"
"8,12,7934.59,7947.86"
"8,13,25077.1,25897.94"
"8,14,9257.35,10264.88"
"8,16,4740.49,5502.61"
"8,17,6408.52,5774.31"
"8,18,17584.45,10941.45"
"8,19,574.23,660.58"
"8,20,2884.7,2945.16"
"8,21,3725.13,4092.21"
"8,22,6734.84,6975.12"
"8,23,16141.86,13181.97"
"8,24,3567.71,3749.43"
"8,25,6152.58,6246.91"
"8,26,6238.3,5886.29"
"8,27,1427.0,1126.62"
"8,28,433.71,333.61"
"8,29,2778.68,2417.77"
"8,30,1764.7,1684.78"
"8,31,1732.55,1143.48"
"8,32,3790.65,4662.19"
"8,33,6325.97,4969.91"
"8,34,7032.21,6906.75"
"8,35,1600.57,1139.81"
"8,36,1092.87,497.01"
"8,37,2002.96,2540.23"
"8,38,66858.65,56048.77"
"8,40,38968.38,39902.29"
"8,41,1322.41,1453.57"
"8,42,5674.55,5137.45"
"8,44,5620.63,4566.67"
"8,45,11.97,9.97"
"8,46,16293.74,16819.28"
"8,47,199.0,59.5"
"8,49,2016.04,1691.09"
"8,51,1.0,5.56"
"8,52,1311.94,1374.66"
"8,54,12.0,8.0"
"8,55,5779.53,5751.04"
"8,56,924.96,2356.82"
"8,58,1105.0,1060.0"
"8,59,202.6,135.99"
"8,60,270.0,279.0"
"8,67,5294.25,5781.79"
"8,71,804.21,1686.64"
"8,72,33898.36,35669.07"
"8,74,9268.34,7333.57"
"8,77,363.0,159.0"
"8,78,1.0,9.88"
"8,79,18832.68,21077.37"
"8,80,9688.6,10736.7"
"8,81,11987.36,12933.94"
"8,82,13955.52,13734.55"
"8,83,2229.78,2742.78"
"8,85,1703.84,1552.75"
"8,87,21104.04,22230.07"
"8,90,39666.9,43168.94"
"8,91,29222.81,34117.56"
"8,92,62127.74,69405.09"
"8,93,27094.94,30774.15"
"8,94,23836.43,26628.56"
"8,95,58817.79,64305.12"
"8,96,36.96,3.0"
"8,97,16400.61,18776.81"
"8,98,7946.67,8116.62"
"8,99,0.01,0.03"
"9,1,20194.31,15325.8"
"9,2,24859.9,26931.98"
"9,3,5918.55,5804.85"
"9,4,18553.19,18618.3"
"9,5,21424.9,18200.94"
"9,6,2211.29,2118.52"
"9,7,13531.67,12664.42"
"9,8,24315.0,25232.34"
"9,9,14034.4,12813.42"
"9,10,13680.78,13601.81"
"9,11,14595.69,14117.36"
"9,12,7703.64,6233.47"
"9,13,22036.07,24219.68"
"9,14,7519.39,7011.9"
"9,16,3199.63,4342.63"
"9,17,4912.37,5403.61"
"9,18,8447.32,5019.19"
"9,19,1730.33,1524.39"
"9,20,3026.98,2081.82"
"9,21,3585.47,3454.09"
"9,22,5489.69,6447.12"
"9,23,14564.38,10702.87"
"9,24,3609.43,2335.25"
"9,25,4454.19,4359.91"
"9,26,4542.65,3944.67"
"9,27,776.43,716.37"
"9,28,264.31,460.96"
"9,29,2212.08,1699.37"
"9,30,1351.3,1623.42"
"9,31,1376.67,701.47"
"9,32,3276.93,5333.75"
"9,33,3252.56,2553.78"
"9,34,5772.33,5038.94"
"9,35,934.73,750.18"
"9,36,517.74,496.82"
"9,38,62385.5,66380.13"
"9,40,30853.03,33330.87"
"9,41,1328.79,1086.5"
"9,42,3469.16,3996.22"
"9,44,4744.86,4324.85"
"9,45,11.97,11.97"
"9,46,6753.66,6793.64"
"9,47,38.0,198.0"
"9,48,654.0,928.0"
"9,49,35.0,55.0"
"9,51,1.0,12.0"
"9,52,1802.55,1626.08"
"9,54,5.88,28.92"
"9,55,7751.17,6603.49"
"9,56,830.57,1010.86"
"9,59,15.0,6.14"
"9,60,108.0,54.0"
"9,67,4032.72,3458.92"
"9,71,1274.55,917.98"
"9,72,30555.0,29913.68"
"9,74,6826.07,7113.08"
"9,77,159.0,795.0"
"9,78,12.88,-12.88"
"9,79,12637.94,13628.79"
"9,80,1.88,3.76"
"9,81,2592.77,2637.69"
"9,82,10562.22,11299.5"
"9,85,593.69,229.11"
"9,87,12359.73,13786.17"
"9,90,3096.77,3126.61"
"9,91,914.84,923.6"
"9,92,18310.28,19304.95"
"9,93,34.9,7.58"
"9,94,233.02,23.28"
"9,95,32382.05,34031.01"
"9,96,4752.25,3540.05"
"9,97,-9.92,83.24"
"9,98,6.0,-1.0"
"10,1,58409.83,44224.36"
"10,2,101458.77,102492.76"
"10,3,20447.3,19960.47"
"10,4,44849.91,44762.46"
"10,5,51926.77,49277.87"
"10,6,8891.25,5992.58"
"10,7,54045.23,60225.85"
"10,8,85331.99,85710.76"
"10,9,57271.82,54777.95"
"10,10,43637.06,46947.21"
"10,11,25448.11,25507.61"
"10,12,9043.49,8245.89"
"10,13,61010.32,58976.21"
"10,14,31883.89,38299.34"
"10,16,11397.55,15007.93"
"10,17,24781.75,25287.66"
"10,18,27426.84,22814.92"
"10,19,3271.02,2955.1"
"10,20,14224.36,13732.6"
"10,21,8204.13,8832.31"
"10,22,21182.97,21332.07"
"10,23,59735.58,58628.76"
"10,24,14343.91,15063.33"
"10,25,19972.18,19799.74"
"10,26,19104.2,19797.67"
"10,27,4319.35,4211.05"
"10,28,1658.31,1118.61"
"10,29,14338.8,12892.74"
"10,30,9111.61,8533.1"
"10,31,3956.53,3540.28"
"10,32,18693.86,14967.02"
"10,33,13632.53,14465.38"
"10,34,38454.92,39109.96"
"10,35,6156.67,7242.79"
"10,36,1311.16,788.54"
"10,37,3850.57,4135.98"
"10,38,76447.65,86841.22"
"10,40,95015.0,94644.66"
"10,41,17583.84,17263.51"
"10,42,12047.34,12286.06"
"10,44,10779.14,9840.86"
"10,45,10.47,10.47"
"10,46,48375.09,46611.46"
"10,47,55.0,-98.0"
"10,48,2865.0,6184.0"
"10,49,20601.66,22268.32"
"10,50,4589.98,4627.0"
"10,51,8.77,3.08"
"10,52,4693.25,4401.88"
"10,54,43.8,114.0"
"10,55,16042.55,14704.91"
"10,56,775.17,1195.63"
"10,58,3180.0,5450.0"
"10,59,296.62,261.14"
"10,60,558.0,450.0"
"10,67,11786.49,12205.47"
"10,71,12097.06,10219.6"
"10,72,121126.83,101213.23"
"10,74,33862.98,33927.57"
"10,77,1590.0,0.0"
"10,78,0.0,-12.0"
"10,79,31374.16,34354.98"
"10,80,299.09,205.74"
"10,81,10095.2,10596.78"
"10,82,22861.31,22789.7"
"10,83,185.24,237.62"
"10,85,2532.87,2520.85"
"10,87,26972.25,28251.09"
"10,90,14511.07,14359.3"
"10,91,10937.52,12394.97"
"10,92,53198.97,55225.23"
"10,93,1079.06,964.36"
"10,94,795.76,494.02"
"10,95,64643.03,68044.5"
"10,96,13966.23,14763.96"
"10,97,4785.28,4683.88"
"10,98,560.02,578.46"
"11,1,23746.39,22821.58"
"11,2,49926.25,48616.84"
"11,3,9984.61,10617.44"
"11,4,25043.74,25563.78"
"11,5,38746.01,38894.15"
"11,6,3818.54,2970.35"
"11,7,29330.56,27241.47"
"11,8,32511.65,33275.76"
"11,9,13029.18,15730.25"
"11,10,21151.25,23048.26"
"11,11,12559.54,13387.95"
"11,12,3910.25,4372.57"
"11,13,36577.53,38081.81"
"11,14,19750.98,21274.18"
"11,16,5460.01,5241.25"
"11,17,11043.67,11136.92"
"11,18,26919.59,19225.95"
"11,19,2317.57,1779.19"
"11,20,6879.16,7540.6"
"11,21,5454.16,6483.21"
"11,22,13919.79,12374.39"
"11,23,31786.39,28560.9"
"11,24,8044.8,6107.88"
"11,25,10082.51,10197.64"
"11,26,10504.84,9759.02"
"11,27,2638.82,2594.25"
"11,28,1511.44,1128.01"
"11,29,6945.68,7354.9"
"11,30,5206.03,4227.44"
"11,31,1983.83,1542.3"
"11,32,8150.62,7937.91"
"11,33,7662.38,5303.65"
"11,34,17753.42,16188.07"
"11,35,3787.6,3031.3"
"11,36,979.9,563.77"
"11,37,3701.83,4211.24"
"11,38,58593.72,72572.34"
"11,40,49642.06,49845.63"
"11,41,1946.35,1544.84"
"11,42,5557.46,5897.86"
"11,44,7879.89,7006.71"
"11,45,10.47,10.47"
"11,46,23057.44,21620.69"
"11,47,85.0,-158.0"
"11,48,30.0,30.0"
"11,49,8844.27,10140.21"
"11,50,20.0,19.0"
"11,51,-3.0,6.16"
"11,52,3253.44,2876.69"
"11,54,110.64,37.92"
"11,55,9679.31,7694.66"
"11,56,1277.31,2015.48"
"11,58,2915.0,800.0"
"11,59,258.21,298.26"
"11,60,189.0,225.0"
"11,67,8959.07,8512.9"
"11,71,8904.88,10442.23"
"11,72,63717.3,66437.93"
"11,74,16832.48,18725.18"
"11,77,-11.88,198.0"
"11,78,3.0,2.0"
"11,79,26063.31,27094.12"
"11,80,12244.35,13078.8"
"11,81,11748.39,11637.55"
"11,82,19304.06,23017.65"
"11,83,2221.91,3358.65"
"11,85,1580.24,1877.28"
"11,87,17412.14,16128.3"
"11,90,44530.77,46644.26"
"11,91,35361.01,40027.65"
"11,92,71189.31,79390.96"
"11,93,27229.43,31098.31"
"11,94,37072.33,38110.02"
"11,95,65344.85,70205.89"
"11,96,21321.86,20118.02"
"11,97,14020.34,15721.57"
"11,98,9646.8,9483.44"
"11,99,70.0,700.0"
"12,1,25883.95,19839.67"
"12,2,73961.07,72884.73"
"12,3,10252.99,11444.13"
"12,4,25702.59,26149.64"
"12,5,23771.22,25715.25"
"12,6,3179.98,4692.22"
"12,7,30860.6,30436.4"
"12,8,43391.78,41756.38"
"12,9,16937.79,14716.17"
"12,10,15612.01,17105.12"
"12,11,14795.79,13507.9"
"12,12,4612.06,4698.27"
"12,13,45846.87,45177.49"
"12,14,17934.71,15781.01"
"12,16,3083.34,4009.15"
"12,17,9926.86,11429.27"
"12,18,33217.2,24555.28"
"12,19,3131.42,2844.62"
"12,20,5347.41,5703.9"
"12,21,3650.35,3464.92"
"12,22,8562.98,8767.93"
"12,23,38804.73,35389.3"
"12,24,12282.99,11312.87"
"12,25,19559.17,18078.58"
"12,26,20077.46,19304.96"
"12,27,3518.42,2055.29"
"12,28,1112.99,771.04"
"12,29,7703.18,6021.58"
"12,30,6282.51,4480.37"
"12,31,2860.29,2576.07"
"12,32,7257.85,6270.42"
"12,33,11329.61,9589.65"
"12,34,20746.05,20959.26"
"12,35,2517.57,2244.71"
"12,36,2764.07,1865.49"
"12,38,49993.05,64564.79"
"12,40,47811.46,48132.68"
"12,41,1740.32,1880.16"
"12,42,6841.27,6821.28"
"12,44,9928.16,8302.77"
"12,45,139.0,-139.0"
"12,46,32315.34,30756.94"
"12,47,49.86,-548.0"
"12,49,-5.97,2.97"
"12,51,7.0,-7.0"
"12,52,4093.44,3205.64"
"12,54,76.76,-22.92"
"12,55,8546.28,9617.42"
"12,56,9.88,141.21"
"12,58,2540.0,2250.0"
"12,59,213.35,273.72"
"12,60,387.0,252.0"
"12,67,6309.57,6015.74"
"12,71,6185.66,7840.02"
"12,72,45390.88,51743.0"
"12,74,14346.86,15595.57"
"12,77,164.88,164.88"
"12,78,3.0,3.0"
"12,79,40426.56,40232.8"
"12,80,95.01,77.98"
